,playerID,name
891,1422,Borja Valero
892,1967,Gilberto
893,1426,Josip Ilicic
894,1424,Federico Bernardeschi
895,1425,Nikola Kalinic
896,1622,Matías Fernández
897,1419,Davide Astori
898,1618,Diego López
899,1120,Mattia De Sciglio
900,1119,Alessio Romagnoli
901,1131,Rodrigo Ely
902,1590,Luca Antonelli
903,1121,Giacomo Bonaventura
904,1948,Nigel de Jong
905,1641,Andrea Bertolacci
906,1124,Keisuke Honda
907,1127,Luiz Adriano
908,1125,Carlos Bacca
909,1133,Cristian Zapata
910,2048,Antonio Nocerino
911,2006,Alessio Cerci
912,1873,Nicola Leali
913,1352,Aleandro Rosi
914,1807,Modibo Diakité
915,1861,Adriano Russo
916,1862,Roberto Crivello
917,1963,Luca Paganini
918,1869,Robert Gucher
919,1864,Mirko Gori
920,1871,Danilo Soddimo
921,1867,Federico Dionisi
922,1874,Samuele Longo
923,2044,Daniele Verde
924,1870,Massimiliano Carlini
925,1859,Matteo Ciofani
926,1195,Daniele Padelli
927,1800,Kamil Glik
928,1377,Nikola Maksimovic
929,1196,Emiliano Moretti
930,1567,Bruno Peres
931,1933,Danilo Avelar
932,1183,Marco Benassi
933,1182,Daniele Baselli
934,1269,Alessandro Gazzi
935,1188,Maxi López
936,1230,Fabio Quagliarella
937,1192,Afriyie Acquah
938,1194,Giuseppe Vives
939,1198,Josef Martínez
940,1458,Ibrahima Mbaye
941,1439,Domenico Maietta
942,1452,Godfred Donsah
943,1448,Erick Pulgar
944,1979,Filippo Falco
945,1473,Matteo Politano
946,1953,Karim Laribi
947,1129,Suso
948,1117,Andrea Poli
949,1394,Lorenzo Tonelli
950,1307,Andrea Costa
951,1322,Raffaele Maiello
952,1823,Lucas Digne
953,1187,Adem Ljajic
954,1942,Martín Cáceres
955,1296,Stefano Sturaro
956,1804,Álvaro Morata
957,1852,Ante Rebic
958,1644,Giuseppe Rossi
959,5821,Alexander Merkel
960,1975,Marquinho
961,1840,Aljaz Struna
962,1264,Edoardo Goldaniga
963,1376,Kalidou Koulibaly
964,1379,Allan
965,1387,Faouzi Ghoulam
966,1389,Jorginho
967,1232,Angelo Palombo
968,1497,Ervin Zukanovic
969,1936,Niklas Moisander
970,1906,Matteo Fedele
971,1973,Lorenzo Lollo
972,1949,Fredy Guarín
973,1522,Andrea Ranocchia
974,1506,Yuto Nagatomo
975,1171,Simone Pepe
976,1204,Patric
977,1883,Ravel Morrison
978,1096,Armando Izzo
979,1099,Tomás Rincón
980,1581,Serge Gakpe
981,1104,Leonardo Pavoletti
982,1456,Federico Viviani
983,1504,Alberto Grassi
984,1985,Marcelo Estigarribia
985,3862,Luigi Giorgi
986,1860,Leonardo Blanchard
987,1359,Aleksandar Tonev
988,1868,Daniel Ciofani
989,1309,Manuel Pasqual
990,1423,Matías Vecino
991,1434,Khouma Babacar
992,1966,Jakub Blaszczykowski
993,1539,Diego Perotti
994,1444,Blerim Dzemaili
995,1602,Daniel Pavlovic
996,1872,Raman Chibsah
997,1866,Paolo Sammarco
998,1822,Antonio Rüdiger
999,1255,Francesco Totti
1000,1289,Alex Sandro
1001,1300,Claudio Marchisio
1002,1911,Giampiero Pinzi
1003,1331,Dario Dainelli
1004,1604,Artur Ionita
1005,1197,Cesare Bovo
1006,1597,Cristian Molinaro
1007,1190,Joel Obi
1008,1186,Andrea Belotti
1009,1801,Pontus Jansson
1010,1552,Alberto Gilardino
1011,1960,Uros Djurdjevic
1012,1835,Enzo Maresca
1013,2056,Francesco Benussi
1014,1895,Cristian Zaccardo
1015,1900,Raffaele Bianco
1016,1907,Jerry Mbakogu
1017,1405,Marco Borriello
1018,1446,Sergio Floccari
1019,1983,Gianpaolo Bellini
1020,1118,Gabriel Paletta
1021,1484,Rafael Toloi
1022,1928,Gaetano Monachello
1023,1499,Cristian Raimondi
1024,1935,Marko Livaja
1025,1306,Vincent Laurini
1026,1248,Leandro Paredes
1027,1200,Federico Marchetti
1028,1880,Mauricio
1029,1203,Wesley Hoedt
1030,1879,Stefano Mauri
